# Downloaded using SRA Run Selector (https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP041736&go=go)
AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	population	sex	tissue	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study
100	SAMN02731885	contigs sra	SRX534743	K562_24	2016-12-07	278	203	SRR1275060	SRS603460	K562_24	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 24	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731886	contigs sra	SRX534744	K562_25	2016-12-07	44	31	SRR1275063	SRS603461	K562_25	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 25	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731887	contigs sra	SRX534745	K562_26	2016-12-07	93	61	SRR1275064	SRS603462	K562_26	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 26	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731888	contigs sra	SRX534746	K562_27	2016-12-07	299	194	SRR1275066	SRS603463	K562_27	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 27	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731889	contigs sra	SRX534747	K562_28	2016-12-07	365	237	SRR1275068	SRS603464	K562_28	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 28	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731890	contigs sra	SRX534748	K562_29	2016-12-07	307	200	SRR1275070	SRS603465	K562_29	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 29	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731827	contigs sra	SRX534749	K562_3	2016-12-07	52	35	SRR1275073	SRS603466	K562_3	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 3	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
276	SAMN02731891	contigs sra	SRX534750	K562_30	2016-12-07	41	29	SRR1275075	SRS603467	K562_30	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 30	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731892	contigs sra	SRX534751	K562_31	2016-12-07	65	44	SRR1275077	SRS603468	K562_31	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 31	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731893	contigs sra	SRX534752	K562_32	2016-12-07	39	27	SRR1275079	SRS603469	K562_32	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 32	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731894	contigs sra	SRX534753	K562_33	2016-12-07	297	194	SRR1275080	SRS603470	K562_33	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 33	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731895	contigs sra	SRX534754	K562_34	2016-12-07	442	287	SRR1275082	SRS603471	K562_34	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 34	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731896	contigs sra	SRX534755	K562_35	2016-12-07	327	213	SRR1275084	SRS603472	K562_35	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 35	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731898	contigs sra	SRX534757	K562_37	2016-12-07	324	213	SRR1275004	SRS603474	K562_37	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 37	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731899	contigs sra	SRX534758	K562_38	2016-12-07	334	217	SRR1275006	SRS603475	K562_38	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 38	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731900	contigs sra	SRX534759	K562_39	2016-12-07	321	222	SRR1275008	SRS603476	K562_39	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 39	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731828	contigs sra	SRX534760	K562_4	2016-12-07	351	227	SRR1275010	SRS603477	K562_4	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 4	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
273	SAMN02731901	contigs sra	SRX534761	K562_40	2016-12-07	47	33	SRR1275013	SRS603478	K562_40	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 40	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731902	contigs sra	SRX534762	K562_41	2016-12-07	50	34	SRR1275015	SRS603479	K562_41	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 41	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731829	contigs sra	SRX534764	K562_5	2016-12-07	354	230	SRR1275018	SRS603480	K562_5	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 5	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731830	contigs sra	SRX534765	K562_6	2016-12-07	323	211	SRR1275020	SRS603482	K562_6	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 6	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731831	contigs sra	SRX534766	K562_7	2016-12-07	303	196	SRR1275022	SRS603483	K562_7	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 7	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731832	contigs sra	SRX534767	K562_8	2016-12-07	299	193	SRR1275024	SRS603484	K562_8	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 8	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731833	contigs sra	SRX534768	K562_9	2016-12-07	347	234	SRR1275026	SRS603485	K562_9	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 9	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731982	contigs sra	SRX534769	Kera_1	2016-12-07	362	237	SRR1275028	SRS603486	Kera_1	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 1	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731991	sra	SRX534770	Kera_10	2014-05-08	7	4	SRR1275031	SRS603487	Kera_10	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 10	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731992	sra	SRX534771	Kera_11	2014-05-08	5	3	SRR1275033	SRS603488	Kera_11	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 11	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731993	sra	SRX534772	Kera_12	2014-05-08	6	4	SRR1275035	SRS603489	Kera_12	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 12	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731994	sra	SRX534773	Kera_13	2014-05-08	3	2	SRR1275037	SRS603490	Kera_13	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 13	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731996	contigs sra	SRX534775	Kera_15	2016-12-07	607	385	SRR1275040	SRS603492	Kera_15	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 15	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731997	contigs sra	SRX534776	Kera_16	2016-12-07	672	427	SRR1275042	SRS603493	Kera_16	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 16	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731998	sra	SRX534777	Kera_17	2014-05-08	7	4	SRR1274411	SRS603494	Kera_17	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 17	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731999	contigs sra	SRX534778	Kera_18	2016-12-07	33	21	SRR1274412	SRS603495	Kera_18	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 18	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732128	sra	SRX534594	chip_1g_C87	2014-05-08	14	9	SRR1275325	SRS603311	chip_1g_C87	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C87	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
250	SAMN02732130	sra	SRX534596	chip_1g_C92	2014-05-08	590	408	SRR1275328	SRS603313	chip_1g_C92	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C92	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
250	SAMN02732131	sra	SRX534597	chip_1g_C93	2014-05-08	480	331	SRR1275330	SRS603314	chip_1g_C93	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C93	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
250	SAMN02732132	sra	SRX534598	chip_1g_C94	2014-05-08	435	301	SRR1275332	SRS603315	chip_1g_C94	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C94	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732070	sra	SRX534600	GW16_10	2014-05-08	1685	1242	SRR1275336	SRS603317	GW16_10	gestational Week 16	ScienCell				GW16 single cell of 10		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732071	sra	SRX534601	GW16_11	2014-05-08	1542	1134	SRR1275338	SRS603318	GW16_11	gestational Week 16	ScienCell				GW16 single cell of 11		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732072	sra	SRX534602	GW16_12	2014-05-08	1170	817	SRR1275340	SRS603319	GW16_12	gestational Week 16	ScienCell				GW16 single cell of 12		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732073	sra	SRX534603	GW16_13	2014-05-08	1477	1035	SRR1275342	SRS603320	GW16_13	gestational Week 16	ScienCell				GW16 single cell of 13		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732074	sra	SRX534604	GW16_14	2014-05-08	1690	1193	SRR1275344	SRS603321	GW16_14	gestational Week 16	ScienCell				GW16 single cell of 14		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
183	SAMN02732074	sra	SRX534604	GW16_14	2014-05-08	50	28	SRR1275345	SRS603321	GW16_14	gestational Week 16	ScienCell				GW16 single cell of 14		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
180	SAMN02732075	sra	SRX534605	GW16_15	2014-05-08	45	25	SRR1275347	SRS603322	GW16_15	gestational Week 16	ScienCell				GW16 single cell of 15		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732076	sra	SRX534606	GW16_16	2014-05-08	1519	1078	SRR1275348	SRS603323	GW16_16	gestational Week 16	ScienCell				GW16 single cell of 16		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732077	sra	SRX534607	GW16_17	2014-05-08	1726	1222	SRR1275350	SRS603324	GW16_17	gestational Week 16	ScienCell				GW16 single cell of 17		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732078	sra	SRX534608	GW16_18	2016-12-06	1449	1027	SRR1275352	SRS603325	GW16_18	gestational Week 16	ScienCell				GW16 single cell of 18		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732079	sra	SRX534609	GW16_19	2016-12-06	1858	1315	SRR1275354	SRS603326	GW16_19	gestational Week 16	ScienCell				GW16 single cell of 19		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732062	sra	SRX534610	GW16_2	2016-12-06	1891	1394	SRR1275356	SRS603327	GW16_2	gestational Week 16	ScienCell				GW16 single cell of 2		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732080	sra	SRX534611	GW16_20	2016-12-06	1627	1155	SRR1275358	SRS603328	GW16_20	gestational Week 16	ScienCell				GW16 single cell of 20		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732063	sra	SRX534618	GW16_3	2016-12-06	1958	1441	SRR1275241	SRS603335	GW16_3	gestational Week 16	ScienCell				GW16 single cell of 3		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732064	sra	SRX534619	GW16_4	2016-12-06	1640	1210	SRR1275243	SRS603336	GW16_4	gestational Week 16	ScienCell				GW16 single cell of 4		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732065	sra	SRX534620	GW16_5	2016-12-06	1995	1472	SRR1275245	SRS603337	GW16_5	gestational Week 16	ScienCell				GW16 single cell of 5		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732066	sra	SRX534621	GW16_6	2016-12-06	1192	876	SRR1275247	SRS603338	GW16_6	gestational Week 16	ScienCell				GW16 single cell of 6		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732068	sra	SRX534623	GW16_8	2016-12-06	1528	1119	SRR1275251	SRS603340	GW16_8	gestational Week 16	ScienCell				GW16 single cell of 8		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732069	sra	SRX534624	GW16_9	2016-12-06	1842	1359	SRR1275253	SRS603341	GW16_9	gestational Week 16	ScienCell				GW16 single cell of 9		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732069	contigs sra	SRX534624	GW16_9	2016-12-06	62	34	SRR1275254	SRS603341	GW16_9	gestational Week 16	ScienCell				GW16 single cell of 9		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732039	sra	SRX534626	GW21_2	2016-12-06	1909	1409	SRR1275257	SRS603343	GW21_2	gestational Week 21	ScienCell	Primary human neurons (ScienCell? Cat No. 1520, lot No. 9298)			GW21 single cell of 2		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732039	contigs sra	SRX534626	GW21_2	2016-12-06	65	39	SRR1275258	SRS603343	GW21_2	gestational Week 21	ScienCell	Primary human neurons (ScienCell? Cat No. 1520, lot No. 9298)			GW21 single cell of 2		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732040	sra	SRX534627	GW21_3	2016-12-06	1065	789	SRR1275259	SRS603344	GW21_3	gestational Week 21	ScienCell	Primary human neurons (ScienCell? Cat No. 1520, lot No. 9298)			GW21 single cell of 3		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732041	contigs sra	SRX534628	GW21_4	2016-12-06	86	48	SRR1275262	SRS603345	GW21_4	gestational Week 21	ScienCell	Primary human neurons (ScienCell? Cat No. 1520, lot No. 9298)			GW21 single cell of 4		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732042	sra	SRX534629	GW21_5	2016-12-06	2105	1553	SRR1275263	SRS603347	GW21_5	gestational Week 21	ScienCell	Primary human neurons (ScienCell? Cat No. 1520, lot No. 9298)			GW21 single cell of 5		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
197	SAMN02732043	contigs sra	SRX534630	GW21_6	2016-12-06	29	19	SRR1275266	SRS603346	GW21_6	gestational Week 21	ScienCell	Primary human neurons (ScienCell? Cat No. 1520, lot No. 9298)			GW21 single cell of 6		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
